"layer","layer_role","x","y","visual_label","behavior","parameter","modifiers","purpose","usage_notes"
"3","Dynamic mixed Browser/Teams layer","8","1","Ctrl+Shift+C","Key Press","C","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+C.","Sends L Ctrl+L Shift+C."
"3","Dynamic mixed Browser/Teams layer","9","1","f15","Key Press","F15","","Evolved (selected): Sends F15.","Sends F15."
"3","Dynamic mixed Browser/Teams layer","10","1","F2","Key Press","F2","","Evolved (selected): Sends F2.","Sends F2."
"3","Dynamic mixed Browser/Teams layer","11","1","Ctrl+Shift+I","Key Press","I","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+I.","Sends L Ctrl+L Shift+I."
"3","Dynamic mixed Browser/Teams layer","12","1","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","0","2","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","1","2","Win+M","Key Press","M","L GUI","Evolved (selected): Sends L GUI+M.","Sends L GUI+M."
"3","Dynamic mixed Browser/Teams layer","2","2","Ctrl+Right","Key Press","RightArrow","L Ctrl","Evolved (selected): Sends L Ctrl+RightArrow.","Sends L Ctrl+RightArrow."
"3","Dynamic mixed Browser/Teams layer","3","2","Backspace","Key Press","Delete","","Evolved (selected): Sends Delete.","Sends Delete."
"3","Dynamic mixed Browser/Teams layer","4","2","Enter","Key Press","Enter","","Evolved (selected): Sends Enter.","Sends Enter."
"3","Dynamic mixed Browser/Teams layer","5","2","Ctrl+Shift+R","Key Press","R","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+R.","Sends L Ctrl+L Shift+R."
"3","Dynamic mixed Browser/Teams layer","7","2","Ctrl+X","Key Press","X","L Ctrl","Evolved (selected): Sends L Ctrl+X.","Sends L Ctrl+X."
"3","Dynamic mixed Browser/Teams layer","8","2","Ctrl+C","Key Press","C","L Ctrl","Evolved (selected): Sends L Ctrl+C.","Sends L Ctrl+C."
"3","Dynamic mixed Browser/Teams layer","9","2","Ctrl+V","Key Press","V","L Ctrl","Evolved (selected): Sends L Ctrl+V.","Sends L Ctrl+V."
"3","Dynamic mixed Browser/Teams layer","10","2","f17","Key Press","F17","","Evolved (selected): Sends F17.","Sends F17."
"3","Dynamic mixed Browser/Teams layer","11","2","f16","Key Press","F16","","Evolved (selected): Sends F16.","Sends F16."
"3","Dynamic mixed Browser/Teams layer","12","2","coach_travel_toggle","coach_travel_toggle","","","Evolved (selected): coach_travel_toggle",""
"3","Dynamic mixed Browser/Teams layer","0","3","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","1","3","Ctrl+Shift+>","Key Press",">","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+>.","Sends L Ctrl+L Shift+>."
"3","Dynamic mixed Browser/Teams layer","2","3","f19","Key Press","F19","","Evolved (selected): Sends F19.","Sends F19."
"3","Dynamic mixed Browser/Teams layer","3","3","Ctrl+O","Key Press","O","L Ctrl","Evolved (selected): Sends L Ctrl+O.","Sends L Ctrl+O."
"3","Dynamic mixed Browser/Teams layer","4","3","Space","Key Press","Space","","Evolved (selected): Sends Space.","Sends Space."
"3","Dynamic mixed Browser/Teams layer","5","3","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","7","3","Ctrl+Shift+Z","Key Press","Z","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+Z.","Sends L Ctrl+L Shift+Z."
"3","Dynamic mixed Browser/Teams layer","8","3","Ctrl+Shift+V","Key Press","V","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+V.","Sends L Ctrl+L Shift+V."
"3","Dynamic mixed Browser/Teams layer","9","3","Bluetooth","Bluetooth","BT_SEL ?","","Evolved (selected): Bluetooth: BT_SEL ?",""
"3","Dynamic mixed Browser/Teams layer","10","3","f12","Key Press","F12","","Evolved (selected): Sends F12.","Sends F12."
"3","Dynamic mixed Browser/Teams layer","11","3","f6","Key Press","F6","","Evolved (selected): Sends F6.","Sends F6."
"3","Dynamic mixed Browser/Teams layer","12","3","F1","Key Press","F1","","Evolved (selected): Sends F1.","Sends F1."
"3","Dynamic mixed Browser/Teams layer","3","4","f20","Key Press","F20","","Evolved (selected): Sends F20.","Sends F20."
"3","Dynamic mixed Browser/Teams layer","4","4","Bluetooth","Bluetooth","BT_SEL 4","","Evolved (selected): Bluetooth: BT_SEL 4",""
"3","Dynamic mixed Browser/Teams layer","5","4","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","7","4","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","8","4","Ctrl+Shift+W","Key Press","W","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+W.","Sends L Ctrl+L Shift+W."
"3","Dynamic mixed Browser/Teams layer","4","5","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","5","5","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"3","Dynamic mixed Browser/Teams layer","7","5","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","0","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","1","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","2","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","3","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","4","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","5","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","7","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","8","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","9","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","10","0","Studio Unlock","Studio Unlock","","","Unlocks ZMK Studio access from the keyboard.","Sends default_transform:default_transform."
"4","Dynamic Vscode layer","11","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","12","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","0","1","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","1","1","Toggle Layer","Toggle Layer","Layer::10","","Evolved (selected): Toggle Layer: Layer::10",""
"4","Dynamic Vscode layer","2","1","F11","Key Press","F11","","Evolved (selected): Sends F11.","Sends F11."
"4","Dynamic Vscode layer","3","1","Ctrl+Shift+`","Key Press","`","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+`.","Sends L Ctrl+L Shift+`."
"4","Dynamic Vscode layer","4","1","Shift+Tab","Key Press","Tab","L Shift","Evolved (selected): Sends L Shift+Tab.","Sends L Shift+Tab."
"4","Dynamic Vscode layer","5","1","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","7","1","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","8","1","Shift+Alt+Down","Key Press","DownArrow","L Shift,L Alt","Evolved (selected): Sends L Shift+L Alt+DownArrow.","Sends L Shift+L Alt+DownArrow."
"4","Dynamic Vscode layer","9","1","Alt+F12","Key Press","F12","L Alt","Evolved (selected): Sends L Alt+F12.","Sends L Alt+F12."
"4","Dynamic Vscode layer","10","1","Ctrl+G","Key Press","G","L Ctrl","Evolved (selected): Sends L Ctrl+G.","Sends L Ctrl+G."
"4","Dynamic Vscode layer","11","1","F3","Key Press","F3","","Evolved (selected): Sends F3.","Sends F3."
"4","Dynamic Vscode layer","12","1","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","0","2","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","1","2","Win+Left","Key Press","LeftArrow","L GUI","Evolved (selected): Sends L GUI+LeftArrow.","Sends L GUI+LeftArrow."
"4","Dynamic Vscode layer","2","2","Win+Right","Key Press","RightArrow","L GUI","Evolved (selected): Sends L GUI+RightArrow.","Sends L GUI+RightArrow."
"4","Dynamic Vscode layer","3","2","Win+S","Key Press","S","L GUI","Evolved (selected): Sends L GUI+S.","Sends L GUI+S."
"4","Dynamic Vscode layer","4","2","Win+1","Key Press","1","L GUI","Evolved (selected): Sends L GUI+1.","Sends L GUI+1."
"4","Dynamic Vscode layer","5","2","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","7","2","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","8","2","f5","Key Press","F5","","Evolved (selected): Sends F5.","Sends F5."
"4","Dynamic Vscode layer","9","2","f2","Key Press","F2","","Evolved (selected): Sends F2.","Sends F2."
"4","Dynamic Vscode layer","10","2","Toggle Layer","Toggle Layer","Layer::9","","Evolved (selected): Toggle Layer: Layer::9",""
"4","Dynamic Vscode layer","11","2","Alt+Tab","Key Press","Tab","L Alt","Evolved (selected): Sends L Alt+Tab.","Sends L Alt+Tab."
"4","Dynamic Vscode layer","12","2","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","0","3","Alt+Home","Key Press","Home","L Alt","Evolved (selected): Sends L Alt+Home.","Sends L Alt+Home."
"4","Dynamic Vscode layer","1","3","Ctrl+Shift+G","Key Press","G","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+G.","Sends L Ctrl+L Shift+G."
"4","Dynamic Vscode layer","2","3","Alt+Up","Key Press","UpArrow","L Alt","Evolved (selected): Sends L Alt+UpArrow.","Sends L Alt+UpArrow."
"4","Dynamic Vscode layer","3","3","Ctrl+Alt+Down","Key Press","DownArrow","L Ctrl,L Alt","Evolved (selected): Sends L Ctrl+L Alt+DownArrow.","Sends L Ctrl+L Alt+DownArrow."
"4","Dynamic Vscode layer","4","3","Alt+Down","Key Press","DownArrow","L Alt","Evolved (selected): Sends L Alt+DownArrow.","Sends L Alt+DownArrow."
"4","Dynamic Vscode layer","5","3","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","7","3","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","8","3","Ctrl+Shift+M","Key Press","M","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+M.","Sends L Ctrl+L Shift+M."
"4","Dynamic Vscode layer","9","3","f21","Key Press","F21","","Evolved (selected): Sends F21.","Sends F21."
"4","Dynamic Vscode layer","10","3","Shift+F8","Key Press","F8","L Shift","Evolved (selected): Sends L Shift+F8.","Sends L Shift+F8."
"4","Dynamic Vscode layer","11","3","Ctrl+H","Key Press","H","L Ctrl","Evolved (selected): Sends L Ctrl+H.","Sends L Ctrl+H."
"4","Dynamic Vscode layer","12","3","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","3","4","Alt+Shift++","Key Press","=","L Alt,L Shift","Evolved (selected): Sends L Alt+L Shift+=.","Sends L Alt+L Shift+=."
"4","Dynamic Vscode layer","4","4","Page Down","Key Press","PageDown","","Evolved (selected): Sends PageDown.","Sends PageDown."
"4","Dynamic Vscode layer","5","4","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","7","4","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","8","4","Page Up","Key Press","PageUp","","Evolved (selected): Sends PageUp.","Sends PageUp."
"4","Dynamic Vscode layer","4","5","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","5","5","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"4","Dynamic Vscode layer","7","5","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","0","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","1","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","2","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","3","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","4","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","5","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","7","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","8","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","9","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","10","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","11","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","12","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","0","1","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","1","1","Ctrl+E","Key Press","E","L Ctrl","Evolved (selected): Sends L Ctrl+E.","Sends L Ctrl+E."
"5","Dynamic mixed Vscode/Browser layer","2","1","Ctrl+2","Key Press","2","L Ctrl","Evolved (selected): Sends L Ctrl+2.","Sends L Ctrl+2."
"5","Dynamic mixed Vscode/Browser layer","3","1","Ctrl+Shift+T","Key Press","T","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+T.","Sends L Ctrl+L Shift+T."
"5","Dynamic mixed Vscode/Browser layer","4","1","Ctrl+Shift+$","Key Press","4","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+4.","Sends L Ctrl+L Shift+4."
"5","Dynamic mixed Vscode/Browser layer","5","1","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","7","1","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","8","1","Ctrl+Shift+Del","Key Press","Del","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+Del.","Sends L Ctrl+L Shift+Del."
"5","Dynamic mixed Vscode/Browser layer","9","1","Alt+Shift+-","Key Press","_","L Alt,L Shift","Evolved (selected): Sends L Alt+L Shift+_.","Sends L Alt+L Shift+_."
"5","Dynamic mixed Vscode/Browser layer","10","1","Bluetooth","Bluetooth","BT_SEL 3","","Evolved (selected): Bluetooth: BT_SEL 3",""
"5","Dynamic mixed Vscode/Browser layer","11","1","F10","Key Press","F10","","Evolved (selected): Sends F10.","Sends F10."
"5","Dynamic mixed Vscode/Browser layer","12","1","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","0","2","Alt+P","Key Press","P","L Alt","Evolved (selected): Sends L Alt+P.","Sends L Alt+P."
"5","Dynamic mixed Vscode/Browser layer","1","2","Shift+Delete","Key Press","Delete","L Shift","Evolved (selected): Sends L Shift+Delete.","Sends L Shift+Delete."
"5","Dynamic mixed Vscode/Browser layer","2","2","Ctrl+Shift+2","Key Press","2","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+2.","Sends L Ctrl+L Shift+2."
"5","Dynamic mixed Vscode/Browser layer","3","2","printscreen_combo","Key Press","PrintScreen","","Evolved (selected): Sends PrintScreen.","Sends PrintScreen."
"5","Dynamic mixed Vscode/Browser layer","4","2","Ctrl+Enter","Key Press","Enter","L Ctrl","Evolved (selected): Sends L Ctrl+Enter.","Sends L Ctrl+Enter."
"5","Dynamic mixed Vscode/Browser layer","5","2","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","7","2","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","8","2","Ctrl+Shift+K","Key Press","K","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+K.","Sends L Ctrl+L Shift+K."
"5","Dynamic mixed Vscode/Browser layer","9","2","Ctrl+Shift+Tab","Key Press","Tab","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+Tab.","Sends L Ctrl+L Shift+Tab."
"5","Dynamic mixed Vscode/Browser layer","10","2","MB4","Mouse Key Press","MB4","","Evolved (selected): Mouse Key Press: MB4",""
"5","Dynamic mixed Vscode/Browser layer","11","2","Ctrl+Shift+%","Key Press","5","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+5.","Sends L Ctrl+L Shift+5."
"5","Dynamic mixed Vscode/Browser layer","12","2","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","0","3","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","1","3","Alt+Right","Key Press","RightArrow","L Alt","Evolved (selected): Sends L Alt+RightArrow.","Sends L Alt+RightArrow."
"5","Dynamic mixed Vscode/Browser layer","2","3","MB5","Mouse Key Press","MB5","","Evolved (selected): Mouse Key Press: MB5",""
"5","Dynamic mixed Vscode/Browser layer","3","3","F4","Key Press","F4","","Evolved (selected): Sends F4.","Sends F4."
"5","Dynamic mixed Vscode/Browser layer","4","3","Ctrl+Shift+F","Key Press","F","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+F.","Sends L Ctrl+L Shift+F."
"5","Dynamic mixed Vscode/Browser layer","5","3","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","7","3","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","8","3","Ctrl+8","Key Press","8","L Ctrl","Evolved (selected): Sends L Ctrl+8.","Sends L Ctrl+8."
"5","Dynamic mixed Vscode/Browser layer","9","3","Ctrl+Shift+<","Key Press","<","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+<.","Sends L Ctrl+L Shift+<."
"5","Dynamic mixed Vscode/Browser layer","10","3","F9","Key Press","F9","","Evolved (selected): Sends F9.","Sends F9."
"5","Dynamic mixed Vscode/Browser layer","11","3","Shift+F11","Key Press","F11","L Shift","Evolved (selected): Sends L Shift+F11.","Sends L Shift+F11."
"5","Dynamic mixed Vscode/Browser layer","12","3","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","3","4","coach_base","coach_base","","","Evolved (selected): coach_base",""
"5","Dynamic mixed Vscode/Browser layer","4","4","Ctrl+F6","Key Press","F6","L Ctrl","Evolved (selected): Sends L Ctrl+F6.","Sends L Ctrl+F6."
"5","Dynamic mixed Vscode/Browser layer","5","4","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","7","4","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","8","4","Ctrl+Shift+1","Key Press","1","L Ctrl,L Shift","Evolved (selected): Sends L Ctrl+L Shift+1.","Sends L Ctrl+L Shift+1."
"5","Dynamic mixed Vscode/Browser layer","4","5","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","5","5","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"5","Dynamic mixed Vscode/Browser layer","7","5","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"6","Dynamic mixed Teams/Windows layer","0","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"6","Dynamic mixed Teams/Windows layer","1","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"6","Dynamic mixed Teams/Windows layer","2","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"6","Dynamic mixed Teams/Windows layer","3","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"6","Dynamic mixed Teams/Windows layer","4","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"6","Dynamic mixed Teams/Windows layer","5","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"6","Dynamic mixed Teams/Windows layer","7","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"6","Dynamic mixed Teams/Windows layer","8","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"6","Dynamic mixed Teams/Windows layer","9","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"6","Dynamic mixed Teams/Windows layer","10","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"6","Dynamic mixed Teams/Windows layer","11","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
"6","Dynamic mixed Teams/Windows layer","12","0","Transparen","Transparent","","","Evolved (selected): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.","Intentionally leaves the underlying layer behavior available."
